Name,Phone,Address,Website,Category,Keyword,Location,TimeZone,IdStatus
Remax Magic Central Coast,8052956185,"1999 Shell Beach RdShell Beach, CA 93449",,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Re/Max,9254071120,"6635 Alhambra AveMartinez, CA 94553",http://remax.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,7607675093,"642 Palm Canyon DrBorrego Springs, CA 92004",http://www.coldwellbanker.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
CB Richard Ellis,2099469626,"400 E Main StStockton, CA 95202",http://cbre.com/,"Real Estate Agents, Real Estate Investing",Real Estate,CA,PST,Lead
Coldwell Banker,5302830370,"314 Main StQuincy, CA 95971",http://www.coldwellbanker.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,8889914657,"437 S Highway 101Solana Beach, CA 92075",https://www.coldwellbanker.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Central SD Real Estate Sales Inc,8884076374,"2877 Historic Decatur Road, Suite 500San Diego, CA 92106",http://san-diego-central-coastal.kw.com/,"Real Estate Agents, Real Estate Referral & Information Service",Real Estate,CA,PST,Lead
Cushman & Wakefield,5622761400,"3780 Kilroy Airport WayLong Beach, CA 90806",https://www.cushmanwakefield.com/en/united-states/offices/long-beach,"Real Estate Agents, Real Estate Management",Real Estate,CA,PST,Lead
Re/Max,9092225003,"3110 Chino AveChino Hills, CA 91709",,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Re/Max,2092447445,"3414 Brookside Rd Ste 300Stockton, CA 95219",http://www.remax.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Greenstreet Partners,6264978936,"924 E Green StPasadena, CA 91106",https://greenstpartners.com/,"Real Estate Agents, Commercial Real Estate",Real Estate,CA,PST,Lead
Sotheby's International Realty,4159011700,"212 Yacht Club WayRedondo Beach, CA 90277",http://nordine.com/,"Real Estate Agents, Real Estate Referral & Information Service",Real Estate,CA,PST,Lead
Remax,6265106690,"600 N Rosemead BlvdPasadena, CA 91107",http://www.remax.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Louise McKaig Luxury Real Estate,8052852008,"1255 Coast Village Road, Suite 201CMontecito, CA 93108",http://louisemckaig.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,5309265236,"426 S Mount Shasta BlvdMount Shasta, CA 96067",https://www.coldwellbanker.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Remax,8188884646,"23901 Calabasas Rd Ste 1030Calabasas, CA 91302",,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Remax,2092001925,"24242 State Highway 108Twain Harte, CA 95383",,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Remax,9512460477,"31552 Railroad Canyon Rd Ste 2Canyon Lake, CA 92587",https://www.remax.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,4156022282,"350 Bon Air Ctr Ste 100Greenbrae, CA 94904",http://www.coldwellbanker.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Juan Santos Agent with Coldwell Banker Realty,7148627164,"6809 Brockton AveRiverside, CA 92506",https://juansantos.sites.cbmoxi.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Re/Max Gold Coast: David Remedios,8053400922,"5720 Ralston St Ste 100BVentura, CA 93003",https://www.remax.com/,"Real Estate Agents, Real Estate Consultants",Real Estate,CA,PST,Lead
Coldwell Banker,9516011170,"23631 Sunnymead BlvdMoreno Valley, CA 92553",http://www.coldwellbanker.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Re/Max,5307411774,"11406 Loma Rica RdMarysville, CA 95901",http://www.remax.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Remax,9095908853,"618 N Diamond Bar BlvdDiamond Bar, CA 91765",http://www.remax.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,8184348633,"26885 Mulholland HwyCalabasas, CA 91302",https://www.coldwellbanker.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
RE/MAX Pacific Properties,3109704000,"2001 Artesia BlvdRedondo Beach, CA 90278",http://remax.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,3122667000,"4640 Northgate BlvdSacramento, CA 95834",https://www.coldwellbanker.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Farrell Smyth A Real Estate Company,8055432172,"21 Santa Rosa St Ste 150San Luis Obispo, CA 93405",http://www.farrellsmyth.com/,"Real Estate Agents, Real Estate Consultants",Real Estate,CA,PST,Lead
Hubbell Real Estate Group,8058642566,"1527 W Grand AveGrover Beach, CA 93433",http://hubbellrealestategroup.com/,"Real Estate Agents, Real Estate Management",Real Estate,CA,PST,Lead
RE/MAX Mountain Living,5305502600,"12710 Northwoods BlvdTruckee, CA 96161",https://www.remax.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Cbre,9513262900,"43460 Ridge Park Dr Ste 160Temecula, CA 92590",https://www.cbre.com/offices/corporate/los-angeles,"Real Estate Agents, Commercial Real Estate",Real Estate,CA,PST,Lead
Coldwell Banker,8186266512,"388 S Lake AvePasadena, CA 91101",http://www.coldwellbanker.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,8052222900,"718 W Los Angeles AveMoorpark, CA 93021",https://www.coldwellbanker.com/coldwell-banker-quality-properties-3010c/moorpark-office-311083d,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker C&C Properties | Red Bluff Office,5305272187,"741 S Main St Ste 2Red Bluff, CA 96080",http://www.northstatehomes.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,5307583080,"505 2nd StDavis, CA 95616",http://www.coldwellbanker.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Bellante Realty,3106716187,"724 W Manchester BlvdInglewood, CA 90301",,"Real Estate Agents, Commercial Real Estate",Real Estate,CA,PST,Lead
Golden Eagle Properties,9516437671,"41593 Winchester Rd. Suite 102Temecula, CA 92590",http://www.goldeneagleproperties.com/,"Real Estate Agents, Real Estate Investing",Real Estate,CA,PST,Lead
RE/MAX Key,5105788803,"350 Winton AveHayward, CA 94544",https://www.remax.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
RE/MAX Registry,9513834343,"43920 Margarita RdTemecula, CA 92592",https://www.remax.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,3108206651,"613 S Townsend StSanta Ana, CA 92703",https://www.coldwellbanker.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,9549168800,"1750 E Arenas RdPalm Springs, CA 92262",https://www.coldwellbanker.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
"Deandre A. Maxwell, Other",5592218100,"114 E Shaw Ave Ste 210Fresno, CA 93710",,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Cbre,7143719200,"1100 W Town And Country Rd Ste 1200Orange, CA 92868",https://www.cbre.com/offices/corporate/orange-county,"Real Estate Agents, Commercial Real Estate",Real Estate,CA,PST,Lead
Re/Max,9163848905,"11 Natoma St Ste 150Folsom, CA 95630",,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,6053432700,"9988 Niblick DrRoseville, CA 95678",https://www.coldwellbanker.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Re/Max,5307622563,"6585 Clark RdParadise, CA 95969",,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Re/Max,9094761000,"8794 19th StRancho Cucamonga, CA 91701",,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,5109094519,"3097 Rafahi WayHayward, CA 94541",https://www.coldwellbanker.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,8136857755,"325 W F StDixon, CA 95620",https://www.coldwellbanker.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,3108206651,"2304 S Fairview StSanta Ana, CA 92704",https://www.coldwellbanker.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,9142775000,"1101 S Winchester BlvdSan Jose, CA 95128",https://www.coldwellbanker.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Re/Max,9497899200,"15615 Alton PkwyIrvine, CA 92618",,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Estate Properties,3102050050,"9454 Wilshire Blvd #600Beverly Hills, CA 90212",https://estateproperties.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Re/Max,9094682221,"20657 Golden Springs Dr Ste 201Walnut, CA 91789",,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
RE/MAX Omega,6264862066,"3751 E Colorado BlvdPasadena, CA 91107",https://www.remax.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,9732678990,"2707 E Fremont StStockton, CA 95205",https://www.coldwellbanker.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,4123440500,"6310 San Vicente BlvdLos Angeles, CA 90048",https://www.coldwellbanker.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,9734422800,"830 Bay AveCapitola, CA 95010",https://www.coldwellbanker.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,8889886851,"8765 Aero DrSan Diego, CA 92123",https://www.coldwellbanker.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,8059854444,"103 E 6th StOxnard, CA 93030",https://www.coldwellbanker.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,6505965400,"580 El Camino RealSan Carlos, CA 94070",http://www.coldwellbanker.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
RE/MAX Liberty,7603094259,"805 College BlvdOceanside, CA 92057",https://www.remax.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Nuestra Casa Realty,6267666524,"8153 Arroyo DrRosemead, CA 91770",,"Real Estate Agents, Real Estate Consultants",Real Estate,CA,PST,Lead
Real Estate Hound,9096554663,"219 N Indian Hill BlvdClaremont, CA 91711",http://www.claremontnow.com/,"Real Estate Agents, Real Estate Consultants",Real Estate,CA,PST,Lead
Re/Max,8053692620,"730 Park StPaso Robles, CA 93446",,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,3108043400,"2930 Neilson WaySanta Monica, CA 90405",https://www.coldwellbanker.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Re/Max Diamond Realty,9513019888,"26910 Newport RdMenifee, CA 92584",,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Re/Max,6267661739,"331 N Atlantic Blvd Ste 202Monterey Park, CA 91754",,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
"Navon, Oren",7028340000,"15260 Ventura BlvdSherman Oaks, CA 91403",http://reexpro.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
RE/MAX Connect,6265935289,"529 E Valley BlvdSan Gabriel, CA 91776",https://www.remax.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Cox Real Estate Consultants,5302454600,"1246 East St Ste 1Redding, CA 96001",http://www.coxrec.com/,"Real Estate Agents, Real Estate Management",Real Estate,CA,PST,Lead
Coldwell Banker,7605373513,"73555 29 Palms HwyTwentynine Palms, CA 92277",https://www.coldwellbanker.com/Coldwell-Banker-Roadrunner-Realty-4833c/Marion-Poindexter-5060837a,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Re/Max,5102759518,"3150 Hilltop Mall RdSan Pablo, CA 94806",,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Century 21 Lake Isabella Realty Inc,7603762231,"Kern RdBakersfield, CA 93308",,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Cushman & Wakefield - Commercial Real Estate Services,9494744004,"18111 Von Karman Ave Ste 1000Irvine, CA 92612",https://www.cushmanwakefield.com/en/united-states/offices/orange-county,"Real Estate Agents, Real Estate Consultants",Real Estate,CA,PST,Lead
Re/Max,9163374989,"107 Claim CtFolsom, CA 95630",,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,3129431959,"1524 Eureka RdRoseville, CA 95661",http://coldwellbanker.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,7608688000,"4037 Phelan RdPhelan, CA 92371",https://www.coldwellbanker.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,9544521999,"401 N Main StFort Bragg, CA 95437",http://coldwellbanker.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,7273606927,"1240 E Ontario AveCorona, CA 92881",http://coldwellbanker.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,3102784100,"166 S Canon DrBeverly Hills, CA 90212",https://www.coldwellbanker.com/coldwell-banker-residential-brokerage-_-southern-california-12669c/beverly-hills-south-office-364053d,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,5617933400,"2142 Violet WayCampbell, CA 95008",http://coldwellbanker.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,9258472200,"450 Main StPleasanton, CA 94566",https://www.coldwellbanker.com/coldwell-banker-realty-12607c/pleasanton-office-359367d,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Stockpile Property Ventures,9494674966,"825 Colorado BlvdLos Angeles, CA 90041",,"Real Estate Agents, Real Estate Consultants",Real Estate,CA,PST,Lead
RE/MAX Big Bear,9095856161,"42672 Moonridge RdBig Bear Lake, CA 92315",http://remaxbigbear.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Re/Max,9495216768,"20321 Lake Forest DrLake Forest, CA 92630",,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,8473627300,"1133 S MilwaukeeBell Gardens, CA 90201",http://coldwellbanker.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Re/Max,8889886851,"221 W Crest St Ste 100Escondido, CA 92025",http://www.remax.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,8883978678,"8240 Parkway DrLa Mesa, CA 91942",http://coldwellbanker.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,3102784100,"41905 BoardwalkPalm Desert, CA 92211",http://coldwellbanker.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
ARREBA,9096844435,"8175 Limonite Ave, Suite ARiverside, CA 92509",http://www.goarreba.com/,"Real Estate Agents, Real Estate Investing",Real Estate,CA,PST,Lead
Re/Max,9492488401,"33282 Golden Lantern StDana Point, CA 92629",http://www.remax.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
RE/MAX Priority,7149519075,"10840 Warner AveFountain Valley, CA 92708",https://www.remax.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
RE/MAX Advantage Plus,5592997325,"6740 N West AveFresno, CA 93711",https://www.remax.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
The Kohnen Group,8552034389,"11622 El Camino RealSan Diego, CA 92130",http://kohnengroup.com/,"Real Estate Agents, Commercial Real Estate",Real Estate,CA,PST,Lead
Realty Executives,8005065080,"440 S El Cielo Rd Ste 10Palm Springs, CA 92262",http://www.realtyexecutives.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,7146658047,"450 ExchangeIrvine, CA 92602",https://www.coldwellbanker.com/coldwell-banker-realty-12669c/irvine-office-551115d,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Re/Max,4082529800,"20111 Stevens Creek BlvdCupertino, CA 95014",http://www.remax.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
RE/MAX Elite Properties,8552034389,"12250 El Camino RealSan Diego, CA 92130",https://www.remax.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Re/Max,4158427994,"250 Bel Marin Keys BlvdNovato, CA 94949",,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Re/Max,2099889075,"19060 Standard Rd Ste 6Sonora, CA 95370",http://www.centralsierrahomes.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Hovakimyan Serab,8188455551,"539 N Glenoaks Blvd Ste 201Burbank, CA 91502",http://www.remax.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,8552034389,"2670 5th AveSan Diego, CA 92103",http://coldwellbanker.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
RE/MAX Omega,6263531088,"134 S Myrtle AveMonrovia, CA 91016",http://remax.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Dave Walter,8059018756,"971 S Westlake BlvdWestlake Village, CA 91361",https://www.494dave.com/,"Real Estate Agents, Real Estate Consultants",Real Estate,CA,PST,Lead
Coldwell Banker,9163550202,"1740 Creekside Oaks DrSacramento, CA 95833",https://www.coldwellbanker.com/coldwell-banker-realty-12607c/sacramento-office-359389d,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Realty Tracker,3239369320,"3440 Wilshire Blvd Ste 1111Los Angeles, CA 90010",,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,8055447884,"1234 Monterey StSan Luis Obispo, CA 93401",https://www.coldwellbanker.com/coldwell-banker-premier-real-estate-3537c/san-luis-obispo-office-117065d,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
"Coldwell Banker: Aileen Smollins, Realtor",3109801936,"3015 Main St Ste 400Santa Monica, CA 90405",https://www.jasansherman.com/aileen-smollins,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Coldwell Banker,2095261010,"823 15th StModesto, CA 95354",https://www.coldwellbanker.com/coldwell-banker-castle-real-estate-9921c,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
Re/Max,7604347400,"1265 Carlsbad Village Dr Ste 100Carlsbad, CA 92008",http://www.remax.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
"Baxley Properties, Inc.",7607733310,"73712 Alessandro Drive, Suite # B4Palm Desert, CA 92260",https://baxleyproperties.com/,"Real Estate Agents, Real Estate Buyer Brokers",Real Estate,CA,PST,Lead
